full_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,ict_index,clean_sheets,now_cost,id,player_name,time,xG,xA,shots,key_passes,yellow_cards,npxG,xGChain,xGBuildup
Steven Alzate,0,0,33,1181,18,214.1,202,205,62.3,3,44,8020,Steven Alzate,1175,1.057683419,0.815260611,13,14,1,1.057683419,3.489716358,1.868018886
Steven Bergwijn,3,1,43,699,9,187.3,174.2,147,50.8,2,69,8300,Steven Bergwijn,698,1.178315811,1.128514307,9,13,2,1.178315811,2.955224387,1.403716724
Stuart Armstrong,5,4,98,1706,25,274.9,418.2,431,112.4,7,52,6893,Stuart Armstrong,1711,3.11444089,2.009652604,46,18,4,3.11444089,7.972702118,3.845191848
Tammy Abraham,15,6,153,2206,34,283.2,659.6,1301,223.3,7,73,702,Tammy Abraham,2233,18.08280155,2.913048159,88,21,2,18.08280155,19.84191975,1.546150887
Tanguy Ndombele,2,2,45,1002,17,194.8,274.2,122,59.2,1,58,5962,Tanguy NDombele Alvaro,1002,0.352954987,0.797504509,9,12,3,0.352954987,5.340641292,4.963011069
Tariq Lamptey,0,1,26,619,8,82.1,91.8,27,20.2,3,41,8226,Tariq Lamptey,624,0.071200705,1.149046749,2,7,2,0.071200705,1.177601799,0.595980626
Teemu Pukki,11,3,139,2884,59,379.5,545,1202,211.8,6,64,7696,Teemu Pukki,2908,11.52434513,3.619015418,80,30,3,10.00200744,14.75146576,2.368442303
Theo Walcott,2,4,63,1281,19,289.1,225,521,103.7,4,62,503,Theo Walcott,1310,3.480837341,3.973367289,31,19,1,3.480837341,8.397085671,2.607158581
Tim Krul,0,0,109,3240,68,0,1063,0,106.3,5,46,982,Tim Krul,3240,0,0,0,0,4,0,3.515048135,3.515048135
Timm Klose,0,0,9,585,13,2.6,121.2,42,16.6,0,43,162,Timm Klose,591,0.238488443,0,3,0,0,0.238488443,0.465436429,0.465436429
Toby Alderweireld,2,2,97,2957,39,196,773.6,182,115.2,7,53,639,Toby Alderweireld,2959,0.455598175,1.227394369,15,11,7,0.455598175,8.16016544,7.056380756
Todd Cantwell,6,2,111,2484,54,493.1,516.4,656,165.9,6,45,7695,Todd Cantwell,2528,5.67504898,2.318530723,42,36,6,5.67504898,11.00510229,3.805257322
Tom Cleverley,1,0,33,964,26,219.2,174.8,221,61.6,1,48,596,Tom Cleverley,952,1.780070141,0.718299311,17,15,2,1.780070141,4.647144553,2.588178956
Tom Davies,1,1,59,2020,34,122.6,270.4,262,65.5,5,53,1042,Tom Davies,2025,1.640247686,0.534478981,17,6,8,1.640247686,6.296167247,5.533327963
Tom Heaton,0,0,59,1794,35,0.3,507.4,0,50.7,4,43,1651,Tom Heaton,1797,0,0,0,0,0,0,2.095072572,2.095072572
Tom Trybull,0,0,28,1128,25,55.4,198.2,92,34.7,2,43,7692,Tom Trybull,1159,0.444253732,0.150019223,11,3,2,0.444253732,3.487555966,3.333414488
Tomas Soucek,3,0,41,1039,18,73.1,254.2,293,62.1,1,48,8288,Tomas Soucek,1042,2.418374024,0.343255243,20,5,0,2.418374024,3.873195863,2.18582924
Trent Alexander-Arnold,4,15,210,3173,32,1380.3,1026.8,420,282.8,14,77,1791,Trent Alexander-Arnold,3183,3.084460795,11.16696645,45,86,5,3.084460795,20.63668835,13.59704936
Troy Deeney,10,2,109,2224,39,378.5,536,801,171.4,6,62,574,Troy Deeney,2253,11.5891938,3.735703023,45,29,3,7.022180714,11.63246354,3.334597505
Tyrone Mings,2,2,90,2902,53,87.3,758,119,96.6,6,44,1024,Tyrone Mings,2902,0.916615589,0.571324751,8,7,7,0.916615589,5.111491244,5.068004783
Valentino Lazaro,1,0,19,472,13,88.1,84.2,38,21,0,53,6352,Valentino Lazaro,455,0.493495911,0.177998118,4,6,0,0.493495911,1.674845499,1.188800973
Vicente Guaita,0,0,137,3150,42,0,827.2,0,82.6,10,49,2190,Vicente Guaita,3150,0,0,0,0,1,0,1.85564624,1.85564624
Victor Lindel�f,1,0,116,3092,32,73.6,554,79,70.7,12,53,6080,Victor Lindelöf,3100,0.184089841,0.370490724,6,4,6,0.184089841,8.878299836,8.868012652
Virgil van Dijk,5,2,178,3420,33,152.4,930.2,467,154.8,15,65,833,Virgil van Dijk,3420,2.957816191,1.133436341,31,7,1,2.957816191,15.30970481,14.67371491
Wes Morgan,0,0,19,430,6,2.1,85.8,58,14.5,1,41,748,Wes Morgan,418,0.596381508,0,4,0,0,0.596381508,1.203891873,0.750761524
Wesley Moraes,5,1,67,1782,31,169.8,296.2,632,108.3,6,54,7724,Wesley,1806,7.270558223,0.88361604,36,11,3,6.509389266,8.00793588,2.674764636
Wilfred Ndidi,2,1,85,2671,32,254.4,611.6,205,107.2,12,50,5545,Wilfred Ndidi,2679,1.727271575,0.591665608,26,15,6,1.727271575,10.07984419,9.054951645
Wilfried Zaha,4,6,120,3279,46,588,572,1103,226.4,9,66,522,Wilfried Zaha,3276,4.932660915,3.744230918,61,37,5,4.932660915,11.8298114,4.58950951
Will Hughes,1,1,62,2249,46,413.1,352.2,270,103.6,5,53,6104,Will Hughes,2300,2.388311027,2.177314872,27,25,9,2.388311027,6.430044917,3.398619475
William Smallbone,0,2,24,389,4,53.2,70.2,43,16.5,3,45,8224,William Smallbone,401,0.295870839,0.172170985,6,3,0,0.295870839,1.059664447,0.633246521
Willian Borges Da Silva,9,9,168,2595,35,1177.7,834.8,930,294.6,10,73,700,Willian,2609,8.135337461,8.679427238,71,76,4,5.090662114,18.40935368,10.22761222
Willy Boly,0,1,97,1980,15,85.8,477,119,68.4,12,49,6850,Willy Boly,1980,0.233208632,1.024592873,5,7,1,0.233208632,4.820769167,3.924917588
Willy Caballero,0,0,13,450,7,0,90.2,0,9,1,48,624,Willy Caballero,450,0,0,0,0,0,0,0.146980567,0.146980567
Yan Valery,0,1,18,778,20,44.2,112,77,23.3,1,46,7280,Yan Valery,796,0.25615729,1.143116295,3,2,1,0.25615729,3.589541728,2.753902258
Yerry Mina,2,1,78,2281,37,87.2,535.4,422,104.4,5,53,6521,Yerry Mina,2276,3.081726124,1.717646929,30,7,3,3.081726124,4.244191146,3.931434541
Youri Tielemans,3,6,117,2823,35,805.4,566.6,502,187.6,12,61,5956,Youri Tielemans,2849,2.792380987,5.186099678,56,53,2,2.792380987,17.10386308,11.13155375
Yves Bissouma,1,0,39,1253,18,110.6,238.8,101,45.1,4,50,5609,Yves Bissouma,1270,0.405424524,0.135740923,16,4,4,0.405424524,3.369020504,2.931570133
